patternSignature,patternReadable,currentEligible,manual31ColumnCount,manual65PatternCount,lpColumnCount,positiveLpActivity,coveredResidualOrders,coveredResidualQuantity,coverageScarcity,missingResidualWidths,wastePerCar,targetResidualWastePerCar,wasteFit,demandDualUpperBound,lpPoolDensityRank,orderCoverageFrontierRank,lpDualWeightedRank
"4360|550x1,600x1,870x1,1100x1,1240x1","{550=1, 600=1, 870=1, 1100=1, 1240=1} @4360mm (pw=4360, util=100.0%)","false","0","0","0","0.000000000","18","271","0.070962866","2","240","228.466257669","0.079784630","2.136993170",,"503","28215"
"4320|970x1,1015x1,1080x1,1250x1","{970=1, 1015=1, 1080=1, 1250=1} @4320mm (pw=4315, util=99.9%)","false","0","0","0","0.000000000","4","18","0.004332136","2","285","228.466257669","0.017381105","4.073405294",,"32519","504"
"4390|550x1,600x1,900x1,1100x1,1240x1","{550=1, 600=1, 900=1, 1100=1, 1240=1} @4390mm (pw=4390, util=100.0%)","false","0","0","0","0.000000000","18","271","0.070962866","2","210","228.466257669","0.051370942","1.473511856",,"504","46085"
"4340|550x1,840x1,850x1,1015x1,1080x1","{550=1, 840=1, 850=1, 1015=1, 1080=1} @4340mm (pw=4335, util=99.9%)","false","0","0","0","0.000000000","9","111","0.014043828","2","265","228.466257669","0.026642694","4.073010589",,"18215","505"
"4400|550x1,600x1,910x1,1100x1,1240x1","{550=1, 600=1, 910=1, 1100=1, 1240=1} @4400mm (pw=4400, util=100.0%)","false","0","0","0","0.000000000","18","271","0.070962866","2","200","228.466257669","0.033937123","1.473511856",,"505","46086"
"4310|550x1,840x1,850x1,970x1,1100x1","{550=1, 840=1, 850=1, 970=1, 1100=1} @4310mm (pw=4310, util=100.0%)","true","0","0","0","0.000000000","24","335","0.070915166","0","290","228.466257669","0.015991367","2.116501915",,"506","28772"
"4340|1050x1,1080x2,1125x1","{1050=1, 1080=2, 1125=1} @4340mm (pw=4335, util=99.9%)","false","0","0","0","0.000000000","2","10","0.002677221","1","265","228.466257669","0.026642694","4.071326008",,"41873","506"
"4370|1010x1,1015x1,1080x1,1260x1","{1010=1, 1015=1, 1080=1, 1260=1} @4370mm (pw=4365, util=99.9%)","false","0","0","0","0.000000000","3","16","0.005600280","3","235","228.466257669","0.132736156","4.070758312",,"28483","507"
"4380|550x2,980x1,1100x1,1200x1","{550=2, 980=1, 1100=1, 1200=1} @4380mm (pw=4380, util=100.0%)","true","0","0","0","0.000000000","21","304","0.070903472","0","220","228.466257669","0.105638367","1.436639990",,"507","46804"
"4300|850x1,1050x1,1080x1,1320x1","{850=1, 1050=1, 1080=1, 1320=1} @4300mm (pw=4300, util=100.0%)","false","0","0","0","0.000000000","5","93","0.013007216","2","300","228.466257669","0.013786687","4.067802647",,"19539","508"
"4360|850x1,1100x1,1140x1,1270x1","{850=1, 1100=1, 1140=1, 1270=1} @4360mm (pw=4360, util=100.0%)","true","0","0","0","0.000000000","19","314","0.070884796","0","240","228.466257669","0.079784630","2.006108737",,"508","32023"
"4340|980x1,1100x1,1130x2","{980=1, 1100=1, 1130=2} @4340mm (pw=4340, util=100.0%)","true","0","0","0","0.000000000","21","294","0.070882661","0","260","228.466257669","0.030737318","1.656837455",,"509","41822"
"4350|600x1,760x1,960x1,1015x2","{600=1, 760=1, 960=1, 1015=2} @4350mm (pw=4350, util=100.0%)","false","0","0","0","0.000000000","2","12","0.001256018","3","250","228.466257669","0.044377893","4.067448645",,"50574","509"
"4360|840x4,1000x1","{840=4, 1000=1} @4360mm (pw=4360, util=100.0%)","true","0","0","0","0.000000000","12","38","0.007073113","0","240","228.466257669","0.079784630","4.067376425",,"25146","510"
"4300|1030x1,1050x1,1080x1,1140x1","{1030=1, 1050=1, 1080=1, 1140=1} @4300mm (pw=4300, util=100.0%)","false","0","0","0","0.000000000","3","10","0.002596198","2","300","228.466257669","0.013786687","4.066878304",,"42169","511"
"4320|850x1,1100x1,1150x1,1220x1","{850=1, 1100=1, 1150=1, 1220=1} @4320mm (pw=4320, util=100.0%)","true","0","0","0","0.000000000","19","315","0.070863959","0","280","228.466257669","0.019035385","2.236676736",,"511","25173"
"4350|550x1,860x2,980x1,1100x1","{550=1, 860=2, 980=1, 1100=1} @4350mm (pw=4350, util=100.0%)","true","0","0","0","0.000000000","21","306","0.070835837","0","250","228.466257669","0.044377893","2.558237075",,"512","16541"
"4360|550x1,780x1,1000x1,1015x2","{550=1, 780=1, 1000=1, 1015=2} @4360mm (pw=4360, util=100.0%)","false","0","0","0","0.000000000","9","42","0.006655120","2","240","228.466257669","0.079784630","4.066806165",,"25843","512"
"4380|550x1,860x1,890x1,980x1,1100x1","{550=1, 860=1, 890=1, 980=1, 1100=1} @4380mm (pw=4380, util=100.0%)","false","0","0","0","0.000000000","21","306","0.070835837","1","220","228.466257669","0.105638367","2.322684831",,"513","22708"
"4400|960x1,1080x1,1140x1,1220x1","{960=1, 1080=1, 1140=1, 1220=1} @4400mm (pw=4400, util=100.0%)","false","0","0","0","0.000000000","3","10","0.002981503","2","200","228.466257669","0.033937123","4.066550176",,"39651","513"
"4360|550x1,860x1,870x1,980x1,1100x1","{550=1, 860=1, 870=1, 980=1, 1100=1} @4360mm (pw=4360, util=100.0%)","false","0","0","0","0.000000000","21","306","0.070835837","1","240","228.466257669","0.079784630","2.450921190",,"514","19180"
"4390|550x1,860x1,900x1,980x1,1100x1","{550=1, 860=1, 900=1, 980=1, 1100=1} @4390mm (pw=4390, util=100.0%)","false","0","0","0","0.000000000","21","306","0.070835837","1","210","228.466257669","0.051370942","1.787439876",,"515","38435"
"4400|890x1,950x1,1080x1,1480x1","{890=1, 950=1, 1080=1, 1480=1} @4400mm (pw=4400, util=100.0%)","false","0","0","0","0.000000000","1","1","0.000564016","3","200","228.466257669","0.033937123","4.065884060",,"53772","515"
"4330|1050x1,1060x1,1080x1,1140x1","{1050=1, 1060=1, 1080=1, 1140=1} @4330mm (pw=4330, util=100.0%)","false","0","0","0","0.000000000","4","26","0.006360903","1","270","228.466257669","0.023510746","4.065701450",,"26686","516"
"4400|550x1,860x1,910x1,980x1,1100x1","{550=1, 860=1, 910=1, 980=1, 1100=1} @4400mm (pw=4400, util=100.0%)","false","0","0","0","0.000000000","21","306","0.070835837","1","200","228.466257669","0.033937123","1.787439876",,"516","38436"
"4320|780x1,1100x1,1200x1,1240x1","{780=1, 1100=1, 1200=1, 1240=1} @4320mm (pw=4320, util=100.0%)","false","0","0","0","0.000000000","18","260","0.070820444","1","280","228.466257669","0.019035385","1.811201005",,"517","37757"
"4390|550x1,780x1,1015x2,1030x1","{550=1, 780=1, 1015=2, 1030=1} @4390mm (pw=4390, util=100.0%)","false","0","0","0","0.000000000","1","13","0.000769185","3","210","228.466257669","0.051370942","4.065599397",,"52584","517"
"4340|1000x2,1015x1,1320x1","{1000=2, 1015=1, 1320=1} @4340mm (pw=4335, util=99.9%)","false","0","0","0","0.000000000","8","29","0.005885935","2","265","228.466257669","0.026642694","4.065433487",,"27578","518"
"4370|980x1,1070x1,1100x1,1220x1","{980=1, 1070=1, 1100=1, 1220=1} @4370mm (pw=4370, util=100.0%)","false","0","0","0","0.000000000","20","293","0.070812581","1","230","228.466257669","0.394673123","2.560076436",,"519","16498"
"4390|600x2,950x1,1015x1,1220x1","{600=2, 950=1, 1015=1, 1220=1} @4390mm (pw=4385, util=99.9%)","false","0","0","0","0.000000000","1","4","0.001305057","3","215","228.466257669","0.069126378","4.064336451",,"50198","519"
"4370|1000x1,1015x1,1030x1,1320x1","{1000=1, 1015=1, 1030=1, 1320=1} @4370mm (pw=4365, util=99.9%)","false","0","0","0","0.000000000","8","29","0.005885935","3","235","228.466257669","0.132736156","4.064226720",,"27603","520"
"4380|980x1,1080x1,1100x1,1220x1","{980=1, 1080=1, 1100=1, 1220=1} @4380mm (pw=4380, util=100.0%)","false","0","0","0","0.000000000","20","293","0.070812581","1","220","228.466257669","0.105638367","3.547299474",,"520","2277"
"4330|980x1,1030x1,1100x1,1220x1","{980=1, 1030=1, 1100=1, 1220=1} @4330mm (pw=4330, util=100.0%)","false","0","0","0","0.000000000","20","293","0.070812581","1","270","228.466257669","0.023510746","2.718571190",,"521","12861"
"4340|740x1,840x3,1080x1","{740=1, 840=3, 1080=1} @4340mm (pw=4340, util=100.0%)","false","0","0","0","0.000000000","4","9","0.001187178","2","260","228.466257669","0.030737318","4.064113576",,"51378","521"
"4320|980x1,1020x1,1100x1,1220x1","{980=1, 1020=1, 1100=1, 1220=1} @4320mm (pw=4320, util=100.0%)","false","0","0","0","0.000000000","20","293","0.070812581","1","280","228.466257669","0.019035385","2.267269156",,"522","24291"
"4350|780x1,840x3,1050x1","{780=1, 840=3, 1050=1} @4350mm (pw=4350, util=100.0%)","false","0","0","0","0.000000000","5","13","0.002106930","1","250","228.466257669","0.044377893","4.063541160",,"45594","522"
"4320|980x1,1015x1,1100x1,1220x1","{980=1, 1015=1, 1100=1, 1220=1} @4320mm (pw=4315, util=99.9%)","false","0","0","0","0.000000000","20","293","0.070812581","1","285","228.466257669","0.017381105","3.566398637",,"523","2186"
"4340|840x1,1080x1,1100x1,1320x1","{840=1, 1080=1, 1100=1, 1320=1} @4340mm (pw=4340, util=100.0%)","false","0","0","0","0.000000000","16","221","0.055798204","2","260","228.466257669","0.030737318","4.063529099",,"3278","523"
"4310|980x1,1010x1,1100x1,1220x1","{980=1, 1010=1, 1100=1, 1220=1} @4310mm (pw=4310, util=100.0%)","false","0","0","0","0.000000000","20","293","0.070812581","1","290","228.466257669","0.015991367","2.331387336",,"524","22477"
"4400|1000x1,1015x1,1060x1,1320x1","{1000=1, 1015=1, 1060=1, 1320=1} @4400mm (pw=4395, util=99.9%)","false","0","0","0","0.000000000","9","45","0.009650641","2","205","228.466257669","0.040872618","4.063049866",,"21586","524"
"4300|600x1,1080x1,1140x1,1480x1","{600=1, 1080=1, 1140=1, 1480=1} @4300mm (pw=4300, util=100.0%)","false","0","0","0","0.000000000","3","7","0.002240462","2","300","228.466257669","0.013786687","4.062795848",,"44635","525"
"4360|760x3,980x1,1100x1","{760=3, 980=1, 1100=1} @4360mm (pw=4360, util=100.0%)","true","0","0","0","0.000000000","21","301","0.070763542","0","240","228.466257669","0.079784630","2.505197007",,"525","17802"
"4350|600x1,860x2,950x1,1080x1","{600=1, 860=2, 950=1, 1080=1} @4350mm (pw=4350, util=100.0%)","false","0","0","0","0.000000000","1","4","0.000559128","3","250","228.466257669","0.044377893","4.062482921",,"54042","526"
"4380|760x2,780x1,980x1,1100x1","{760=2, 780=1, 980=1, 1100=1} @4380mm (pw=4380, util=100.0%)","false","0","0","0","0.000000000","21","301","0.070763542","1","220","228.466257669","0.105638367","2.427781845",,"526","19814"
"4350|550x1,600x1,860x1,1015x1,1320x1","{550=1, 600=1, 860=1, 1015=1, 1320=1} @4350mm (pw=4345, util=99.9%)","false","0","0","0","0.000000000","2","17","0.001328313","3","255","228.466257669","0.036319073","4.062377560",,"50012","527"
"4400|760x1,780x2,980x1,1100x1","{760=1, 780=2, 980=1, 1100=1} @4400mm (pw=4400, util=100.0%)","false","0","0","0","0.000000000","21","301","0.070763542","1","200","228.466257669","0.033937123","2.350366682",,"527","21945"
"4330|860x1,1070x1,1080x1,1320x1","{860=1, 1070=1, 1080=1, 1320=1} @4330mm (pw=4330, util=100.0%)","false","0","0","0","0.000000000","1","4","0.000559128","3","270","228.466257669","0.023510746","4.062363392",,"54127","528"
"4340|740x1,760x2,980x1,1100x1","{740=1, 760=2, 980=1, 1100=1} @4340mm (pw=4340, util=100.0%)","false","0","0","0","0.000000000","21","301","0.070763542","1","260","228.466257669","0.030737318","2.003906478",,"528","32077"
"4320|740x2,760x1,980x1,1100x1","{740=2, 760=1, 980=1, 1100=1} @4320mm (pw=4320, util=100.0%)","false","0","0","0","0.000000000","21","301","0.070763542","1","280","228.466257669","0.019035385","1.502615950",,"529","45457"
"4390|970x1,1015x1,1140x1,1260x1","{970=1, 1015=1, 1140=1, 1260=1} @4390mm (pw=4385, util=99.9%)","false","0","0","0","0.000000000","8","34","0.009537039","1","215","228.466257669","0.069126378","4.062300384",,"21665","529"
"4340|860x1,980x1,1015x1,1480x1","{860=1, 980=1, 1015=1, 1480=1} @4340mm (pw=4335, util=99.9%)","false","0","0","0","0.000000000","9","82","0.016019642","1","265","228.466257669","0.026642694","4.061514261",,"15190","530"
"4380|600x1,760x1,940x1,980x1,1100x1","{600=1, 760=1, 940=1, 980=1, 1100=1} @4380mm (pw=4380, util=100.0%)","false","0","0","0","0.000000000","21","301","0.070763542","2","220","228.466257669","0.105638367","1.717113350",,"530","40282"
"4340|760x1,1140x1,1220x2","{760=1, 1140=1, 1220=2} @4340mm (pw=4340, util=100.0%)","true","0","0","0","0.000000000","5","22","0.004237521","0","260","228.466257669","0.030737318","4.061403981",,"32910","531"
"4360|740x1,760x1,780x1,980x1,1100x1","{740=1, 760=1, 780=1, 980=1, 1100=1} @4360mm (pw=4360, util=100.0%)","false","0","0","0","0.000000000","21","301","0.070763542","2","240","228.466257669","0.079784630","1.926491316",,"531","34370"
"4320|760x1,780x1,840x1,860x1,1080x1","{760=1, 780=1, 840=1, 860=1, 1080=1} @4320mm (pw=4320, util=100.0%)","false","0","0","0","0.000000000","7","25","0.003002325","2","280","228.466257669","0.019035385","4.061214850",,"39497","532"
"4390|600x1,760x1,950x1,980x1,1100x1","{600=1, 760=1, 950=1, 980=1, 1100=1} @4390mm (pw=4390, util=100.0%)","false","0","0","0","0.000000000","21","301","0.070763542","2","210","228.466257669","0.051370942","2.526330170",,"532","17265"
"4300|840x1,1080x1,1140x1,1240x1","{840=1, 1080=1, 1140=1, 1240=1} @4300mm (pw=4300, util=100.0%)","false","0","0","0","0.000000000","11","61","0.018446280","1","300","228.466257669","0.013786687","4.060936786",,"10855","533"
"4350|600x1,760x1,910x1,980x1,1100x1","{600=1, 760=1, 910=1, 980=1, 1100=1} @4350mm (pw=4350, util=100.0%)","false","0","0","0","0.000000000","21","301","0.070763542","2","250","228.466257669","0.044377893","1.717113350",,"533","40283"
"4330|600x1,840x2,1015x1,1030x1","{600=1, 840=2, 1015=1, 1030=1} @4330mm (pw=4325, util=99.9%)","false","0","0","0","0.000000000","4","9","0.001187178","3","275","228.466257669","0.021037687","4.060785616",,"51630","534"
"4400|600x1,760x1,960x1,980x1,1100x1","{600=1, 760=1, 960=1, 980=1, 1100=1} @4400mm (pw=4400, util=100.0%)","false","0","0","0","0.000000000","21","301","0.070763542","2","200","228.466257669","0.033937123","2.073520222",,"534","29996"
"4340|600x1,760x1,900x1,980x1,1100x1","{600=1, 760=1, 900=1, 980=1, 1100=1} @4340mm (pw=4340, util=100.0%)","false","0","0","0","0.000000000","21","301","0.070763542","2","260","228.466257669","0.030737318","1.717113350",,"535","40284"
"4390|860x1,970x1,1080x1,1480x1","{860=1, 970=1, 1080=1, 1480=1} @4390mm (pw=4390, util=100.0%)","false","0","0","0","0.000000000","5","17","0.003383456","1","210","228.466257669","0.051370942","4.060735686",,"37575","535"
"4310|950x1,1060x1,1080x1,1220x1","{950=1, 1060=1, 1080=1, 1220=1} @4310mm (pw=4310, util=100.0%)","false","0","0","0","0.000000000","2","20","0.005069763","2","290","228.466257669","0.015991367","4.059753126",,"29932","536"
"4330|600x1,760x1,890x1,980x1,1100x1","{600=1, 760=1, 890=1, 980=1, 1100=1} @4330mm (pw=4330, util=100.0%)","false","0","0","0","0.000000000","21","301","0.070763542","2","270","228.466257669","0.023510746","2.252358305",,"536","24734"
"4310|600x1,760x1,870x1,980x1,1100x1","{600=1, 760=1, 870=1, 980=1, 1100=1} @4310mm (pw=4310, util=100.0%)","false","0","0","0","0.000000000","21","301","0.070763542","2","290","228.466257669","0.015991367","2.380594664",,"537","21078"
"4360|600x1,840x2,1015x1,1060x1","{600=1, 840=2, 1015=1, 1060=1} @4360mm (pw=4355, util=99.9%)","false","0","0","0","0.000000000","5","25","0.004951884","2","245","228.466257669","0.057032890","4.059608762",,"30390","537"
"4310|790x1,1080x1,1220x2","{790=1, 1080=1, 1220=2} @4310mm (pw=4310, util=100.0%)","false","0","0","0","0.000000000","2","18","0.002904874","1","290","228.466257669","0.015991367","4.058422598",,"40182","538"
"4350|870x1,1015x1,1220x1,1240x1","{870=1, 1015=1, 1220=1, 1240=1} @4350mm (pw=4345, util=99.9%)","false","0","0","0","0.000000000","6","50","0.016887713","2","255","228.466257669","0.036319073","4.058415010",,"13541","539"
"4400|600x2,860x1,1100x1,1240x1","{600=2, 860=1, 1100=1, 1240=1} @4400mm (pw=4400, util=100.0%)","false","0","0","0","0.000000000","18","262","0.070752809","1","200","228.466257669","0.033937123","2.406196110",,"539","20412"
"4340|760x1,790x1,840x1,850x1,1100x1","{760=1, 790=1, 840=1, 850=1, 1100=1} @4340mm (pw=4340, util=100.0%)","true","0","0","0","0.000000000","23","336","0.070741504","0","260","228.466257669","0.030737318","2.124676902",,"540","28567"
"4390|760x1,860x2,890x1,1015x1","{760=1, 860=2, 890=1, 1015=1} @4390mm (pw=4385, util=99.9%)","false","0","0","0","0.000000000","3","16","0.001815146","2","215","228.466257669","0.069126378","4.057110259",,"47247","540"
"4320|860x1,1080x2,1300x1","{860=1, 1080=2, 1300=1} @4320mm (pw=4320, util=100.0%)","false","0","0","0","0.000000000","2","8","0.002084681","1","280","228.466257669","0.019035385","4.056007295",,"45681","541"
"4350|760x3,1015x1,1050x1","{760=3, 1015=1, 1050=1} @4350mm (pw=4345, util=99.9%)","false","0","0","0","0.000000000","3","16","0.002175770","1","255","228.466257669","0.036319073","4.055578485",,"44970","542"
"4350|980x1,1080x1,1100x1,1190x1","{980=1, 1080=1, 1100=1, 1190=1} @4350mm (pw=4350, util=100.0%)","false","0","0","0","0.000000000","20","293","0.070739051","1","250","228.466257669","0.044377893","2.680047939",,"542","13634"
"4340|980x1,1070x1,1100x1,1190x1","{980=1, 1070=1, 1100=1, 1190=1} @4340mm (pw=4340, util=100.0%)","false","0","0","0","0.000000000","20","293","0.070739051","1","260","228.466257669","0.030737318","1.692824901",,"543","40932"
"4380|950x1,1080x2,1270x1","{950=1, 1080=2, 1270=1} @4380mm (pw=4380, util=100.0%)","false","0","0","0","0.000000000","1","7","0.002509860","2","220","228.466257669","0.105638367","4.055500086",,"42804","543"
"4300|980x1,1030x1,1100x1,1190x1","{980=1, 1030=1, 1100=1, 1190=1} @4300mm (pw=4300, util=100.0%)","false","0","0","0","0.000000000","20","293","0.070739051","1","300","228.466257669","0.013786687","1.851319655",,"544","36580"
"4310|550x1,840x1,950x2,1015x1","{550=1, 840=1, 950=2, 1015=1} @4310mm (pw=4305, util=99.9%)","false","0","0","0","0.000000000","5","22","0.001956364","2","295","228.466257669","0.014807413","4.055394904",,"46681","544"
"4330|980x1,1015x1,1080x1,1250x1","{980=1, 1015=1, 1080=1, 1250=1} @4330mm (pw=4325, util=99.9%)","false","0","0","0","0.000000000","8","83","0.016968322","2","275","228.466257669","0.021037687","4.055084708",,"13347","545"
"4360|600x1,840x2,980x1,1100x1","{600=1, 840=2, 980=1, 1100=1} @4360mm (pw=4360, util=100.0%)","false","0","0","0","0.000000000","23","298","0.070694702","1","240","228.466257669","0.079784630","2.914684640",,"545","8993"
"4350|760x1,1015x1,1250x1,1320x1","{760=1, 1015=1, 1250=1, 1320=1} @4350mm (pw=4345, util=99.9%)","false","0","0","0","0.000000000","3","18","0.003327842","2","255","228.466257669","0.036319073","4.054497556",,"37905","546"
"4400|740x2,840x1,980x1,1100x1","{740=2, 840=1, 980=1, 1100=1} @4400mm (pw=4400, util=100.0%)","false","0","0","0","0.000000000","23","298","0.070694702","1","200","228.466257669","0.033937123","1.832109787",,"546","37145"
"4360|780x1,1015x1,1240x1,1320x1","{780=1, 1015=1, 1240=1, 1320=1} @4360mm (pw=4355, util=99.9%)","false","0","0","0","0.000000000","5","46","0.015582656","3","245","228.466257669","0.057032890","4.054449937",,"15974","547"
"4390|600x1,840x1,870x1,980x1,1100x1","{600=1, 840=1, 870=1, 980=1, 1100=1} @4390mm (pw=4390, util=100.0%)","false","0","0","0","0.000000000","23","298","0.070694702","2","210","228.466257669","0.051370942","2.710088501",,"547","13015"
"4300|600x1,780x1,840x1,980x1,1100x1","{600=1, 780=1, 840=1, 980=1, 1100=1} @4300mm (pw=4300, util=100.0%)","false","0","0","0","0.000000000","23","298","0.070694702","2","300","228.466257669","0.013786687","2.507775641",,"548","17729"
